carat,cut,color,clarity,depth,table,price,x,y,z
2.01,Ideal,H,SI1,65.1,56,16733,7.91,7.84,5.12
0.33,Ideal,E,VVS2,61.2,56,814,4.46,4.5,2.74
0.34,Ideal,H,VS1,62.7,55,596,4.48,4.51,2.82
1.01,Ideal,H,SI2,60.1,60,4131,6.54,6.5,3.92
0.39,Ideal,F,VS1,62.2,56,958,4.63,4.7,2.9
0.42,Premium,G,IF,61.6,58,1400,4.76,4.79,2.94
1.26,Ideal,H,VS1,61.4,56,7691,7.01,6.97,4.29
1.65,Very Good,F,VS1,62.8,56,17425,7.52,7.57,4.74
0.72,Ideal,F,SI1,61.5,56,2870,5.72,5.79,3.54
1.01,Premium,E,VS2,62,59,6787,6.46,6.44,4
0.31,Premium,G,SI1,62.1,58,593,4.36,4.33,2.7
0.51,Ideal,H,IF,62.3,54,1879,5.14,5.17,3.21
0.41,Ideal,E,VS1,60.8,56,1154,4.84,4.8,2.93
0.5,Ideal,E,VS2,61.5,57,1746,5.14,5.11,3.15
0.73,Fair,I,SI2,61.3,67,1892,5.77,5.64,3.51
1.01,Good,E,VS2,63.3,58,6399,6.35,6.38,4.03
0.54,Premium,D,SI1,60.4,60,1786,5.24,5.22,3.16
0.32,Premium,H,VS2,62.5,59,505,4.33,4.38,2.72
0.79,Ideal,G,SI1,61.8,56,2831,5.93,5.91,3.66
1.22,Premium,I,SI1,61.3,58,5602,6.94,6.9,4.24
0.9,Good,F,VS2,59.8,61,4253,6.18,6.22,3.71
0.4,Premium,I,VVS1,61.5,58,1080,4.76,4.7,2.91
0.43,Good,G,SI1,63.1,58,704,4.75,4.79,3.01
1.55,Very Good,I,SI1,62,62,8644,7.33,7.47,4.59
0.71,Ideal,H,VS1,60.9,58,2590,5.74,5.79,3.51
0.41,Ideal,H,SI1,61.3,55,1056,4.81,4.85,2.96
1.6,Ideal,H,IF,61.5,53,16300,7.57,7.69,4.66
1.02,Good,G,VS2,63.2,57,6058,6.38,6.41,4.04
0.92,Ideal,E,SI1,62.1,56,5516,6.22,6.24,3.87
0.58,Very Good,G,VS2,63.2,58,1336,5.36,5.28,3.36
1.14,Ideal,G,VS2,60.5,60,7099,6.77,6.75,4.09
0.54,Ideal,I,VS2,61.1,55,1259,5.27,5.31,3.23
1.26,Very Good,F,IF,60,60,14095,7.04,7.09,4.24
1.51,Very Good,D,SI2,63.2,59,7915,7.25,7.18,4.56
0.72,Very Good,E,SI2,59.9,57,2573,5.85,5.9,3.52
0.51,Good,E,SI1,63.9,56,1443,5.11,5.07,3.25
0.32,Premium,H,SI1,61.8,56,591,4.43,4.4,2.73
0.37,Very Good,G,VS1,58.3,62,696,4.72,4.75,2.76
2.01,Ideal,I,SI2,62.1,57,12338,8.07,8.03,5
1.58,Premium,D,SI1,62.7,60,13995,7.41,7.37,4.63
0.54,Ideal,H,VS1,61.2,55,1454,5.25,5.31,3.23
0.35,Very Good,F,SI2,62.8,55,460,4.48,4.53,2.83
0.31,Ideal,E,VS2,61.3,56,872,4.37,4.34,2.67
0.57,Very Good,E,VS2,59.5,56,1826,5.45,5.47,3.25
0.64,Good,H,VS1,61.8,60.3,1786,5.47,5.53,3.4
0.54,Good,D,SI2,59.1,65,1377,5.28,5.32,3.13
0.53,Ideal,E,VS2,61.3,55,1721,5.2,5.24,3.2
0.24,Premium,E,VVS1,60.6,59,668,4.02,4,2.43
0.9,Good,H,SI2,63.1,60,3024,6.09,6.14,3.86
1,Premium,F,SI1,61.4,62,4939,6.36,6.32,3.89
0.4,Premium,H,VS1,62.7,56,1035,4.73,4.71,2.96
0.42,Ideal,I,VS1,61.5,55,771,4.83,4.86,2.98
1.07,Very Good,E,SI2,61.6,56,4824,6.54,6.6,4.05
0.44,Premium,F,VS2,61.1,62,1018,4.98,4.92,3.03
1.02,Good,E,SI1,63.7,62,4443,6.31,6.4,4.05
0.32,Ideal,G,VS1,61.9,55,645,4.39,4.43,2.73
0.91,Ideal,H,SI1,62,56,4337,6.19,6.22,3.85
0.76,Ideal,D,VS2,61.2,57,3384,5.91,5.89,3.61
0.56,Ideal,F,SI2,61.9,55,1212,5.27,5.31,3.28
1.04,Premium,G,SI2,62.2,59,3861,6.57,6.49,4.06
0.82,Ideal,G,VVS2,62.1,56,4130,5.97,6.01,3.72
1.07,Premium,H,SI2,61.2,60,4494,6.57,6.53,4.01
0.5,Ideal,H,SI1,62.2,53,1154,5.06,5.14,3.17
0.74,Ideal,I,VVS1,60.8,57,2822,5.85,5.89,3.57
0.5,Premium,E,SI1,59.9,58,1593,5.18,5.17,3.1
2.02,Premium,I,VS2,59.6,60,16861,8.25,8.2,4.9
0.73,Premium,D,SI1,60.8,55,2865,5.87,5.81,3.55
0.31,Ideal,H,SI2,61,56,421,4.36,4.39,2.67
1.47,Premium,H,SI2,59.3,59,7573,7.39,7.34,4.37
0.73,Ideal,D,SI1,61.3,57,3615,5.81,5.83,3.57
0.24,Ideal,F,VVS2,61,56,678,4.05,4.08,2.48
2.01,Good,I,SI1,64.1,62,13464,7.85,7.94,5.06
0.78,Very Good,E,VS1,60,56,3601,6,6.03,3.61
0.5,Ideal,E,VS2,62.1,55,1554,5.11,5.13,3.18
1.01,Ideal,F,SI2,62.4,56,3733,6.44,6.38,4
1.01,Premium,H,SI2,59.6,60,3732,6.55,6.5,3.89
1.1,Ideal,F,VS2,60,57,6166,6.76,6.71,4.04
0.92,Premium,F,SI2,59.3,61,3864,6.36,6.29,3.75
0.75,Ideal,F,VS2,62.3,57,2933,5.81,5.87,3.64
0.3,Very Good,F,IF,62.1,57,886,4.26,4.3,2.66
1.01,Very Good,F,IF,59.2,60,10800,6.48,6.59,3.87
2.17,Ideal,H,SI2,62,56,17805,8.25,8.29,5.13
1.16,Premium,I,SI1,62.7,57,4872,6.76,6.67,4.21
1.1,Very Good,H,SI2,62.9,58,4422,6.53,6.56,4.12
1.06,Premium,D,VS2,62.3,59,7541,6.48,6.52,4.05
1.05,Premium,E,VS2,62.1,58,7056,6.54,6.5,4.05
0.24,Ideal,G,VVS1,62,55,559,4.01,4.03,2.49
0.4,Ideal,F,VVS1,62.5,57,1323,4.75,4.72,2.96
0.7,Ideal,I,SI1,61.6,56,2623,5.69,5.71,3.51
1.53,Ideal,I,VS2,61.5,56,11434,7.39,7.44,4.55
2.18,Very Good,G,SI2,63.3,59,12377,8.25,8.2,5.2
1.03,Premium,D,SI1,61.8,57,5491,6.53,6.49,4.02
0.76,Very Good,H,SI1,61.4,57,2557,5.89,5.94,3.63
0.71,Good,D,VS1,63.4,55,2816,5.61,5.69,3.58
0.91,Good,E,SI1,63.1,58,4512,6.12,6.17,3.88
0.35,Ideal,G,IF,61.8,55,1044,4.54,4.56,2.81
0.91,Premium,F,SI2,58.2,61,3746,6.58,6.41,3.77
0.51,Very Good,F,SI1,63.1,54,1312,5.12,5.06,3.21
0.8,Ideal,G,VVS2,61.5,55,4740,5.95,5.99,3.68
0.3,Ideal,G,IF,62.4,55,863,4.32,4.34,2.7
0.41,Good,E,VVS1,64.1,55,1298,4.71,4.68,3.01
0.5,Very Good,D,SI2,58.9,60,1123,5.2,5.23,3.07
0.35,Good,F,SI2,63.8,56,460,4.45,4.48,2.85
1.5,Very Good,I,VVS2,63.3,58,10090,7.27,7.24,4.59
0.31,Ideal,D,VVS2,61.9,57,766,4.31,4.35,2.68
0.7,Very Good,E,IF,60.3,59,4679,5.72,5.76,3.46
1.28,Very Good,G,VS1,59.2,57,8895,7.05,7.13,4.2
0.31,Premium,D,VS2,62.3,55,942,4.35,4.32,2.7
0.71,Fair,F,SI1,57,68,2198,6.05,5.87,3.4
0.71,Ideal,H,VS1,60.8,57,3229,5.74,5.79,3.51
1.71,Ideal,I,VS2,60.5,56,11455,7.71,7.73,4.67
0.31,Ideal,E,VS2,62,56,872,4.37,4.34,2.7
2.02,Very Good,I,SI1,59.8,59,16192,8.21,8.3,4.94
0.93,Very Good,F,SI1,58.8,60,4081,6.37,6.49,3.78
1.01,Very Good,G,SI1,62.9,58,5497,6.35,6.4,4.01
0.7,Ideal,G,SI2,62.7,57,2177,5.62,5.6,3.52
0.32,Premium,I,VS2,62.6,58,449,4.37,4.42,2.75
2.01,Premium,I,SI2,62.9,58,14444,8.05,8,5.05
1,Very Good,E,VS2,62.1,59,6600,6.34,6.38,3.95
0.33,Good,D,SI1,63.1,55,567,4.38,4.4,2.77
1.54,Fair,F,SI2,64.4,60,7848,7.26,7.16,4.64
1.89,Ideal,H,VS1,61.6,56,17553,7.92,7.95,4.89
1.01,Very Good,J,SI2,61.9,59,3592,6.34,6.38,3.94
1.04,Premium,H,SI1,60.4,59,4368,6.59,6.55,3.97
0.32,Very Good,D,SI1,63.3,57,756,4.39,4.36,2.77
1.01,Very Good,H,VVS1,60.6,56,6733,6.5,6.53,3.95
1.09,Premium,I,VS2,63,56,4519,6.61,6.57,4.15
0.53,Ideal,G,SI1,62.3,55,1308,5.13,5.24,3.23
1.65,Ideal,I,SI1,61.7,55,10365,7.6,7.63,4.7
1.51,Good,I,SI1,63.9,59,9069,7.18,7.26,4.61
0.3,Good,H,VVS1,63.3,55,684,4.29,4.34,2.73
1.02,Premium,D,SI2,62.5,59,4818,6.38,6.43,4
0.32,Ideal,E,VVS1,61.7,55,917,4.39,4.43,2.72
0.34,Good,E,SI1,63.3,57,556,4.44,4.47,2.82
0.5,Fair,D,SI1,65.1,58,1323,5,4.96,3.24
0.51,Ideal,G,VVS1,62.6,57,2005,5.08,5.14,3.2
0.58,Ideal,G,VVS2,61.6,56,2135,5.37,5.4,3.31
0.31,Ideal,F,IF,61.2,57,1818,4.35,4.38,2.67
1.02,Ideal,G,VVS2,62.1,57,8401,6.43,6.45,4
0.9,Very Good,D,SI1,61.1,63,3997,6.21,6.17,3.78
0.39,Ideal,G,SI2,60.9,56,716,4.78,4.74,2.9
0.71,Very Good,H,VS2,61.6,60,2495,5.7,5.73,3.52
0.33,Good,G,IF,57.9,60,984,4.55,4.57,2.64
0.4,Very Good,D,VS2,63.2,57,850,4.66,4.71,2.96
0.3,Ideal,F,IF,62.5,54,886,4.31,4.33,2.7
0.33,Ideal,D,SI2,62,57,492,4.45,4.46,2.76
0.9,Very Good,G,SI2,63.1,58,2857,6.08,6.02,3.82
0.95,Premium,E,SI2,60.7,59,4070,6.36,6.3,3.84
0.25,Ideal,H,SI1,62.8,54,357,4.05,4.07,2.55
1,Premium,H,VS1,62.7,58,4732,6.37,6.33,3.98
1.54,Very Good,J,VS1,63.5,57,9285,7.27,7.37,4.65
0.3,Ideal,E,VS2,62.6,54,844,4.31,4.28,2.69
0.7,Ideal,D,SI1,61.8,56,3454,5.7,5.72,3.53
0.34,Ideal,G,IF,61.6,56,1084,4.51,4.48,2.77
0.44,Very Good,D,SI1,62.9,58,849,4.82,4.85,3.04
1.51,Premium,H,IF,60.2,60,13075,7.41,7.44,4.47
2.27,Good,H,SI2,63.6,58,14249,8.37,8.29,5.3
0.4,Ideal,H,VS1,61.8,56,807,4.74,4.78,2.94
0.7,Good,D,SI2,63.7,58,2388,5.64,5.6,3.58
0.41,Very Good,J,VS1,62,55,647,4.74,4.77,2.95
0.35,Premium,H,SI1,60,61,630,4.6,4.57,2.75
0.57,Premium,E,VS2,61.4,58,1851,5.32,5.37,3.28
0.52,Ideal,E,SI1,60.9,57,1713,5.17,5.2,3.16
0.32,Premium,F,SI1,59.3,58,684,4.5,4.47,2.66
0.31,Premium,D,SI1,61.2,60,732,4.41,4.35,2.68
0.59,Ideal,G,VS1,61.1,58,1916,5.39,5.41,3.3
2.03,Ideal,F,SI2,62.4,57,12677,8.09,8.02,5.03
0.9,Ideal,G,SI2,62.5,55,3338,6.21,6.15,3.86
1,Good,D,SI2,62.8,61,4520,6.31,6.36,3.98
0.4,Ideal,H,SI1,62.6,52,705,4.73,4.76,2.97
0.32,Ideal,G,VS1,62,56,645,4.35,4.39,2.71
0.55,Ideal,D,SI2,61.6,56,1364,5.28,5.31,3.26
0.31,Premium,E,SI1,62.7,58,471,4.32,4.35,2.72
1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25
0.35,Ideal,D,VS2,62,55,1063,4.53,4.47,2.79
0.54,Ideal,H,SI1,61,56,1154,5.24,5.28,3.21
1.18,Very Good,F,SI1,59.9,59,6053,6.85,6.87,4.11
1.29,Ideal,D,VS1,62.4,55,13485,6.93,6.99,4.34
1.03,Premium,E,VVS1,58.8,59,11538,6.63,6.6,3.89
1.79,Ideal,H,SI2,61.5,56,11643,7.77,7.81,4.79
0.32,Ideal,I,VS2,62.5,55,576,4.4,4.37,2.74
0.91,Very Good,F,VS2,60.8,57,4606,6.24,6.25,3.8
0.23,Good,F,VS1,63.2,58,376,3.86,3.89,2.45
0.79,Very Good,D,SI2,59.7,58,2878,6,6.07,3.6
1.04,Premium,E,SI2,61.6,59,3392,6.51,6.47,4
1.02,Good,D,SI1,63.3,58,5497,6.35,6.39,4.03
0.56,Ideal,G,VS2,60.9,56,1662,5.34,5.36,3.26
1,Good,G,VS2,64.1,58,5002,6.22,6.32,4.02
1.01,Premium,G,VVS2,60.9,59,6968,6.59,6.54,4
0.71,Ideal,I,VS1,62.2,54,2557,5.71,5.75,3.56
0.5,Ideal,D,VS2,62.6,56,1845,5.08,5.05,3.17
0.86,Ideal,G,SI2,61.9,55,3442,6.11,6.14,3.79
0.3,Good,I,SI2,63.3,56,351,4.26,4.3,2.71
1.51,Good,E,SI2,58.9,61,10884,7.54,7.5,4.43
2.03,Ideal,G,SI2,62.6,56,15717,8.15,8.1,5.08
1.5,Premium,H,SI2,62.3,60,8645,7.3,7.22,4.52
0.55,Premium,G,SI1,60.2,59,1848,5.32,5.28,3.19
0.96,Fair,H,I1,64.3,59,1739,6.38,5.88,3.98
1.46,Premium,G,SI2,62.8,52,5421,7.31,7.27,4.58
0.54,Very Good,H,VVS1,62,57,1846,5.2,5.25,3.24
1.02,Very Good,F,SI2,63.3,56,3018,6.38,6.31,4.02
1.21,Premium,H,IF,62.2,58,8294,6.8,6.83,4.24
1.31,Ideal,H,VS1,62.5,56,8617,6.95,7.03,4.37
1.53,Premium,G,VS1,61,60,14344,7.43,7.4,4.52
0.42,Ideal,E,VS2,60.9,57,902,4.85,4.87,2.96
0.31,Ideal,F,VS1,61,56,642,4.38,4.4,2.68
0.9,Premium,G,VS2,60.6,61,4079,6.19,6.13,3.73
0.33,Ideal,G,IF,61,56,925,4.48,4.51,2.74
0.5,Ideal,I,SI1,62,55,982,5.08,5.11,3.16
0.32,Premium,H,VVS2,62.3,58,645,4.33,4.37,2.71
1.04,Ideal,I,VS2,62.9,56,4013,6.5,6.41,4.06
0.56,Premium,E,SI1,61.5,60,1848,5.3,5.27,3.25
1.01,Ideal,H,SI1,62.6,54,4989,6.38,6.34,3.98
0.32,Premium,G,VS2,61.7,60,561,4.32,4.4,2.69
1.13,Premium,G,IF,61.2,59,9525,6.71,6.78,4.13
0.71,Ideal,E,SI1,61.6,53,2258,5.79,5.73,3.55
0.9,Very Good,H,SI1,63.3,58,3500,6.04,6.13,3.85
1,Very Good,E,SI2,63.3,58,4579,6.35,6.32,4.01
0.59,Premium,F,VS2,61.5,58,1769,5.45,5.41,3.34
0.24,Ideal,F,VVS2,61.1,57,552,4.03,4.06,2.47
0.34,Premium,H,VS2,61.7,60,689,4.51,4.47,2.77
0.31,Ideal,E,VVS1,61.1,56,865,4.38,4.42,2.69
1.41,Ideal,J,VS1,61.6,56,8275,7.19,7.22,4.44
0.41,Very Good,E,SI1,60.5,63,904,4.81,4.77,2.9
1.02,Fair,F,SI2,66.6,58,3633,6.21,6.14,4.11
0.31,Ideal,G,IF,61.9,56,871,4.33,4.35,2.68
1.57,Premium,D,SI2,62.9,61,9875,7.41,7.37,4.65
0.42,Ideal,G,VVS1,61.6,55,1235,4.85,4.82,2.98
1.5,Premium,F,SI2,63,59,8232,7.24,7.2,4.55
1.5,Premium,I,SI1,62.3,58,6888,7.33,7.22,4.53
1.01,Very Good,E,SI2,63.1,61,4118,6.34,6.27,3.98
0.7,Very Good,D,SI1,58.2,60,2681,5.75,5.79,3.36
0.34,Ideal,D,I1,62.5,57,413,4.47,4.49,2.8
0.63,Premium,E,SI1,58.8,59,1846,5.68,5.62,3.32
0.5,Premium,I,VVS1,58.2,62,1415,5.25,5.19,3.04
0.71,Premium,H,SI2,60.5,60,2224,5.81,5.73,3.49
2.74,Very Good,H,SI2,63.3,58,17184,8.88,8.84,5.61
0.35,Very Good,D,VS2,62.6,56,721,4.48,4.5,2.81
0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16
0.3,Good,H,VS1,63.2,56,526,4.25,4.29,2.7
0.71,Premium,I,VS2,62.1,59,2294,5.7,5.73,3.55
1.07,Ideal,E,SI2,61.5,56,5602,6.58,6.61,4.06
0.47,Ideal,F,VVS1,61.9,55,1779,4.98,5,3.09
0.52,Very Good,D,VS2,62.8,58,1749,5.11,5.14,3.22
1.03,Ideal,F,SI2,61.9,56,3749,6.53,6.49,4.03
0.36,Ideal,E,VS1,62.7,57,727,4.55,4.58,2.86
0.57,Very Good,G,VS1,59.9,57,1934,5.38,5.47,3.25
1.01,Premium,H,VVS1,60.5,57,4955,6.55,6.48,3.94
0.39,Ideal,E,IF,62.5,57,1248,4.7,4.74,2.95
1.02,Premium,F,VS2,62.7,59,6220,6.41,6.44,4.03
0.42,Ideal,E,VVS1,59.7,56,1307,4.88,4.91,2.92
0.3,Ideal,D,VS2,61.8,55,911,4.34,4.3,2.67
0.7,Fair,E,VS2,65.6,61,2352,5.62,5.47,3.64
0.9,Premium,H,SI1,60,56,3629,6.33,6.27,3.78
1.21,Premium,G,VS2,60.3,60,8294,6.89,6.83,4.14
0.32,Ideal,H,IF,61.6,55,814,4.41,4.42,2.72
0.7,Ideal,G,SI1,60.9,57,2415,5.79,5.77,3.52
1.51,Premium,G,VS2,61.4,58,12068,7.4,7.3,4.51
0.7,Good,E,SI2,62.2,63,1860,5.65,5.6,3.5
1.5,Ideal,G,VS2,60.7,54,13135,7.41,7.48,4.53
0.41,Very Good,G,VS2,62.9,59,827,4.7,4.75,2.97
0.58,Very Good,E,VS2,61.9,58,1656,5.31,5.36,3.3
1.01,Premium,G,SI2,61.9,59,4327,6.46,6.39,3.98
0.41,Ideal,F,VVS2,62.6,55,1115,4.73,4.76,2.97
0.31,Ideal,D,VS1,62.1,57,683,4.32,4.35,2.69
1.23,Ideal,G,SI1,61.4,56,6509,6.94,6.91,4.25
0.32,Very Good,G,SI1,62,55,477,4.41,4.43,2.74
1.04,Very Good,G,SI2,60.9,58,4200,6.52,6.58,3.99
0.34,Premium,I,VVS1,61.9,58,803,4.52,4.43,2.77
0.54,Very Good,D,SI1,63.2,55,1667,5.21,5.17,3.28
1,Good,J,VS1,58.1,64,3920,6.63,6.51,3.82
0.79,Ideal,D,SI1,61.2,57,3605,5.94,5.98,3.65
1.2,Ideal,G,VVS2,62.5,54.4,9785,6.75,6.82,4.24
1.01,Good,E,VVS2,64.2,57,7293,6.3,6.34,4.06
1.5,Premium,D,SI1,61.6,59,13445,7.4,7.3,4.53
2.01,Fair,G,VS2,67.5,55,17917,7.7,7.79,5.23
0.31,Good,H,VVS1,63.7,56,786,4.33,4.3,2.75
1.11,Premium,F,VS1,60.7,59,7623,6.64,6.61,4.02
0.42,Very Good,F,VS1,59.9,61,1031,4.84,4.88,2.91
0.71,Ideal,D,VS2,61.2,55,4029,5.74,5.78,3.53
0.58,Fair,F,I1,66.3,55,893,5.18,5.1,3.41
0.33,Premium,D,SI1,60.3,58,780,4.49,4.47,2.7
1.34,Ideal,F,SI1,61.7,55,7893,7.07,7.13,4.38
0.3,Ideal,F,VVS1,61.5,56,1041,4.32,4.36,2.67
0.72,Ideal,D,VS2,62.1,54,3450,5.76,5.81,3.59
1.5,Very Good,E,SI1,59.4,59,11325,7.42,7.49,4.43
0.44,Ideal,F,SI1,61,57,810,4.89,4.91,2.99
0.34,Ideal,D,SI1,61.3,57,626,4.44,4.5,2.74
0.4,Very Good,G,SI1,63.1,56,840,4.75,4.72,2.99
1.03,Very Good,G,SI2,63,60,3755,6.35,6.39,4.01
0.27,Ideal,F,VVS1,61,57,620,4.2,4.22,2.57
0.4,Premium,D,VS1,59.2,59,1123,4.79,4.81,2.84
0.7,Premium,I,VVS2,62.4,61,2415,5.75,5.6,3.54
0.71,Ideal,F,VS2,62.1,54,2780,5.68,5.72,3.54
0.87,Ideal,G,VS2,61.8,56,4899,6.11,6.13,3.78
0.52,Ideal,E,VS1,61.4,57,2512,5.21,5.18,3.19
0.26,Ideal,I,VS2,61.8,55,371,4.12,4.17,2.56
1.01,Very Good,H,SI1,62.1,60,4432,6.4,6.44,3.99
0.71,Very Good,G,VS2,61.9,62,2671,5.69,5.72,3.53
0.5,Good,E,VS2,63.1,61,1419,5,5.05,3.17
0.38,Very Good,H,VS2,61.5,55,645,4.66,4.67,2.86
0.7,Very Good,F,VS2,60.5,58,2437,5.78,5.83,3.51
0.49,Premium,F,SI1,60.5,60,1072,5.1,5.08,3.08
0.5,Ideal,E,VVS2,62.2,54,2889,5.09,5.11,3.17
0.27,Premium,D,VVS2,62.2,59,799,4.12,4.08,2.55
0.32,Ideal,G,VVS1,61.1,53,842,4.4,4.44,2.7
0.58,Ideal,E,SI1,60.1,55,1742,5.42,5.56,3.3
0.24,Ideal,H,VVS2,62.5,54,442,3.95,3.98,2.48
0.74,Very Good,F,SI1,62.9,57,2684,5.76,5.79,3.63
0.9,Premium,D,SI1,62.8,59,4612,6.18,6.14,3.87
1.14,Good,D,IF,61.7,63,17499,6.64,6.74,4.13
1.19,Ideal,F,VVS1,61.9,57,12776,6.84,6.79,4.22
0.34,Premium,F,VS2,62.6,59,686,4.44,4.48,2.79
1.03,Ideal,G,SI2,62.8,54,4557,6.51,6.46,4.07
0.92,Premium,D,SI2,62.4,58,4096,6.19,6.18,3.86
0.46,Ideal,J,VVS1,61.8,56,953,4.93,4.97,3.06
1.2,Very Good,D,SI2,63.1,57,5373,6.68,6.75,4.24
0.71,Premium,F,VS1,62.7,59,2839,5.7,5.62,3.55
0.25,Ideal,E,VVS1,61.5,55,705,4.09,4.12,2.52
1.01,Premium,H,SI1,59.2,58,3417,6.58,6.56,3.89
0.7,Very Good,H,VVS2,62.6,57,2558,5.63,5.65,3.53
1.01,Good,D,SI1,63.8,58,5443,6.34,6.38,4.06
0.31,Ideal,E,SI1,62.4,57,544,4.31,4.34,2.7
1.04,Very Good,D,SI2,62.9,58,5265,6.41,6.47,4.05
1.51,Ideal,J,VS2,61.5,56,8203,7.37,7.4,4.54
0.38,Ideal,D,VVS2,60.3,57,1060,4.77,4.71,2.86
1,Fair,E,SI2,67,53,3136,6.19,6.13,4.13
0.3,Ideal,F,SI1,62.3,54,475,4.3,4.34,2.69
0.4,Very Good,I,VS2,61.4,57.6,655,4.73,4.78,2.92
0.51,Ideal,D,VS2,61.1,56,1986,5.16,5.2,3.17
0.91,Very Good,F,SI1,62.3,60,4049,6.08,6.15,3.81
0.54,Premium,D,VS2,61.5,58,1993,5.26,5.21,3.22
0.71,Ideal,D,SI1,61.7,57,2863,5.75,5.7,3.53
1.23,Ideal,G,VS1,62,57,9863,6.83,6.87,4.25
2,Premium,I,SI2,58.6,61,14199,8.28,8.16,4.82
0.25,Good,E,VVS2,61.2,62,505,4.04,4.07,2.48
0.71,Very Good,F,SI2,63.2,57,2397,5.66,5.7,3.59
0.4,Premium,D,VS2,60.5,59,982,4.76,4.8,2.89
0.56,Premium,E,VS2,61.1,59,1668,5.34,5.27,3.24
2.41,Premium,J,VS1,61.1,60,15320,8.66,8.6,5.27
0.41,Ideal,F,VVS2,61.8,55,1044,4.77,4.81,2.96
0.51,Premium,G,SI1,60.9,58,1281,5.21,5.14,3.15
0.3,Ideal,I,SI2,62,54,348,4.31,4.34,2.68
0.71,Very Good,D,SI2,61.8,63,2279,5.73,5.67,3.52
0.3,Premium,H,SI1,62.9,59,554,4.28,4.24,2.68
0.71,Ideal,F,VS1,61.5,56,3710,5.72,5.76,3.53
0.45,Ideal,I,VS1,61.6,54,825,4.95,4.99,3.06
0.35,Premium,D,SI1,61,60,644,4.54,4.58,2.78
0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33
0.37,Very Good,E,VVS2,61.2,55,779,4.63,4.68,2.85
0.56,Ideal,E,VS1,61.7,57,2075,5.3,5.32,3.27
0.3,Premium,D,SI2,62.3,58,574,4.32,4.29,2.68
1.31,Good,H,SI1,57.9,62,6857,7.18,7.25,4.18
0.38,Premium,I,VS1,60.1,60,778,4.72,4.66,2.82
0.91,Ideal,G,SI1,62,54,4453,6.23,6.26,3.87
0.73,Premium,F,VS2,58.9,60,2446,5.9,5.81,3.45
1.01,Premium,G,VS1,60.8,58,6499,6.44,6.51,3.94
0.83,Ideal,G,SI1,62.3,57,2800,5.99,6.08,3.76
0.9,Very Good,F,SI1,63.6,58,3848,6.08,6.12,3.88
0.49,Premium,E,VS2,58.8,59,1351,5.2,5.14,3.04
0.38,Ideal,D,VVS1,61.8,56,1400,4.63,4.66,2.87
0.7,Premium,H,SI1,61.1,58,2383,5.73,5.69,3.49
0.73,Ideal,G,SI1,61.9,55,3089,5.76,5.8,3.58
1.5,Very Good,G,SI1,62.8,57,9996,7.19,7.3,4.55
0.98,Very Good,H,SI2,62.2,60,4479,6.31,6.36,3.94
0.41,Premium,F,VVS1,61.8,59,1295,4.74,4.77,2.94
1.02,Very Good,I,SI2,62.6,56,4084,6.41,6.44,4.02
0.77,Ideal,J,VS2,61.4,55,2159,5.9,5.95,3.64
1.02,Premium,G,SI1,61.4,55,4273,6.51,6.48,3.99
1,Very Good,H,SI1,62.1,58,5247,6.44,6.45,4
0.41,Very Good,E,SI1,61.4,56,755,4.77,4.81,2.94
1.51,Premium,I,VS2,61.8,59,9301,7.36,7.4,4.56
0.42,Ideal,H,IF,61.9,56,1273,4.81,4.79,2.97
0.31,Ideal,D,VS2,62.1,55,816,4.38,4.32,2.7
1.14,Ideal,H,SI1,62.3,56,5382,6.69,6.77,4.19
1.11,Premium,H,SI2,61.6,60,4578,6.6,6.67,4.09
0.42,Premium,F,SI1,62.7,55,992,4.83,4.8,3.02
1.14,Premium,I,VS1,60.3,57,5148,6.83,6.81,4.11
1.56,Ideal,E,SI2,61.2,56,8518,7.53,7.49,4.59
1,Premium,F,SI2,62.4,56,3977,6.35,6.31,3.95
0.42,Ideal,F,VVS2,62.2,56,1221,4.82,4.79,2.99
0.4,Premium,D,SI1,60.8,59,772,4.77,4.8,2.91
0.38,Very Good,G,SI1,62,54.8,755,4.64,4.67,2.89
1.05,Fair,D,SI2,65.4,59,3816,6.3,6.24,4.1
0.94,Premium,F,SI2,62.3,59,3095,6.32,6.23,3.91
0.3,Very Good,J,VS1,62.7,59,394,4.24,4.28,2.67
1.17,Ideal,F,SI1,61.1,56,6828,6.77,6.82,4.15
0.72,Ideal,G,SI2,61.7,56,2177,5.76,5.71,3.54
0.41,Ideal,F,VS2,61.1,56,863,4.8,4.83,2.94
0.27,Very Good,E,VVS2,59.7,61,567,4.24,4.27,2.54
1.59,Good,F,SI2,63.6,57,9100,7.43,7.39,4.71
0.5,Good,D,SI1,62.9,59,1436,4.94,5.01,3.13
0.56,Good,F,VS1,63.2,61,1712,5.2,5.28,3.3
1.1,Ideal,I,VS2,61.8,55.4,5273,6.62,6.65,4.1
0.53,Ideal,F,VS1,62.2,55,1812,5.17,5.22,3.23
0.31,Premium,F,VS2,60.8,60,625,4.34,4.37,2.65
0.71,Very Good,G,VS2,60.9,56,2895,5.75,5.78,3.51
0.32,Good,H,SI1,63.1,54,449,4.36,4.42,2.77
0.5,Good,D,SI2,63.4,59,1157,5,5.03,3.18
